Species_Name	EMBL	Phylum	p.value	GENOME_GC	GENOME_Size	GC_Core_1.21_CDS%	GC_Rfam_Core%	Avoidance_Group	Intrinsic
Bacillus megaterium WSH-002	CP003017.1	Firmicutes	0.1096672103	0.38	4983975	35.06110409	55.32628754	Non-Avoidance	3.97E-21
Pasteurella multocida 36950	CP003022.1	Proteobacteria	7.42E-22	0.4	2349518	34.83709273	54.32230523	Avoidance	1.42E-20
Enterobacter asburiae LF7a	CP003026.1	Proteobacteria	2.44E-06	0.54	4812833	42.85714286	57.09916291	Avoidance	2.46E-18
Rhodothermus marinus SG0.5JP17-172	CP003029.1	Bacteroidetes	0.6198461308	0.64	3225536	52.54803676	63.96049548	Non-Avoidance	1.95E-14
Lactobacillus ruminis ATCC 27782	CP003032.1	Firmicutes	0.08998048876	0.43	2066652	35.44973545	53.62921868	Non-Avoidance	2.09E-22
Escherichia coli O7:K1 str. CE10	CP003034.1	Proteobacteria	8.62E-16	0.51	5313531	41.47869674	57.68433521	Avoidance	1.31E-21
Bifidobacterium animalis subsp. lactis BLC1	CP003039.1	Actinobacteria	2.81E-11	0.6	1943990	48.00865801	59.46401483	Avoidance	1.20E-15
Roseburia hominis A2-183	CP003040.1	Firmicutes	0.04851423453	0.48	3592125	36.66666667	56.0035057	Avoidance	9.91E-22
Rhodospirillum rubrum F11	CP003046.1	Proteobacteria	0.9996114235	0.65	4352825	54.63659148	60.77329245	Non-Avoidance	8.64E-07
Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str.	CP003047.1	Proteobacteria	2.12E-05	0.52	4637962	42.47787611	57.34914121	Avoidance	5.51E-18
Bacillus coagulans 36D1	CP003056.1	Firmicutes	0.003461355521	0.46	3552226	37.71258503	57.33297121	Avoidance	5.15E-25
Xanthomonas oryzae pv. oryzicola BLS256	CP003057.1	Proteobacteria	2.10E-08	0.64	4831739	51.28529288	59.0085796	Avoidance	4.14E-09
Acidaminococcus intestini RyC-MR95	CP003058.1	Firmicutes	0.000175748996	0.5	2487765	40.32604033	55.59060085	Avoidance	7.48E-19
Taylorella asinigenitalis MCE3	CP003059.1	Proteobacteria	8.97E-14	0.38	1638559	34.75355054	54.62962963	Avoidance	8.58E-18
Glaciecola nitratireducens FR1064	CP003060.1	Proteobacteria	0.008663550307	0.42	4134229	36.99957859	54.70770351	Avoidance	3.11E-19
Corynebacterium pseudotuberculosis CIP 52.97	CP003061.1	Actinobacteria	7.17E-12	0.52	2320595	49.4975972	58.17816721	Avoidance	1.86E-11
Corynebacterium pseudotuberculosis 42/02-A	CP003062.1	Actinobacteria	8.88E-26	0.52	2337606	49.6969697	58.14077497	Avoidance	1.28E-11
Streptococcus pyogenes Alab49	CP003068.1	Firmicutes	6.38E-36	0.39	1827308	31.37516689	52.45116813	Avoidance	7.09E-19
Vibrio cholerae O1 str. 2010EL-1786	CP003069.1	Proteobacteria	6.01E-20	0.48	3031375	40.15444015	56.328125	Avoidance	6.73E-21
Pelagibacterium halotolerans B2	CP003075.1	Proteobacteria	0.8889525271	0.61	3944837	50.89285714	59.36121405	Non-Avoidance	2.52E-10
Corynebacterium pseudotuberculosis 1/06-A	CP003082.1	Actinobacteria	2.58E-11	0.52	2279118	49.6286588	58.22964806	Avoidance	1.22E-11
Propionibacterium acnes ATCC 11828	CP003084.1	Actinobacteria	0.923561272	0.6	2488626	55.8987559	60.83318808	Non-Avoidance	2.95E-07
Pantoea ananatis PA13	CP003085.1	Proteobacteria	3.23E-08	0.54	4586378	42.89891395	57.49111224	Avoidance	1.12E-17
Burkholderia sp. YI23	CP003087.1	Proteobacteria	1.08E-16	0.64	3131280	47.74546987	58.69056898	Avoidance	1.18E-13
Pseudoxanthomonas spadix BD-a59	CP003093.2	Proteobacteria	0.8955893243	0.68	3452554	54.90939739	59.21574853	Non-Avoidance	5.76E-05
Lactobacillus rhamnosus ATCC 8530	CP003094.1	Firmicutes	4.86E-06	0.47	2960339	38.95323895	54.20318079	Avoidance	5.06E-20
Thermovirga lienii DSM 17291	CP003096.1	Synergistetes	0.9989739676	0.47	1967774	39.20068027	59.78927504	Non-Avoidance	1.46E-23
Leuconostoc mesenteroides subsp. mesenteroides J18	CP003101.1	Firmicutes	0.0002595833869	0.38	1896561	33.37662338	52.97845374	Avoidance	5.39E-21
Paenibacillus terrae HPL-003	CP003107.1	Firmicutes	0.3131940049	0.47	6083395	39.59899749	57.14511041	Non-Avoidance	3.03E-21
Desulfosporosinus orientis DSM 765	CP003108.1	Firmicutes	0.0003655697961	0.43	5863081	38.98019385	56.53242321	Avoidance	3.01E-24
Brucella suis VBI22	CP003128.1	Proteobacteria	1.14E-11	0.57	2108637	47.79064779	59.28332714	Avoidance	2.47E-14
Desulfotalea psychrophila LSv54	CR522870.1	Proteobacteria	4.09E-05	0.47	3523383	35.50170068	56.47191737	Avoidance	1.85E-22
Acinetobacter sp. ADP1	CR543861.1	Proteobacteria	9.84E-12	0.4	3598621	39.1066161	55.09013786	Avoidance	3.79E-19
Aromatoleum aromaticum EbN1	CR555306.1	Proteobacteria	0.1592052755	0.65	4296230	50.25062657	59.46387708	Non-Avoidance	4.19E-10
Bacteroides fragilis NCTC 9343	CR626927.1	Bacteroidetes	4.62E-05	0.43	5205140	30.22959184	53.31584863	Avoidance	5.59E-22
Legionella pneumophila str. Paris	CR628336.1	Proteobacteria	0.9765940577	0.38	3503610	33.54403708	56.49825784	Non-Avoidance	2.48E-23
Legionella pneumophila str. Lens	CR628337.1	Proteobacteria	0.961177793	0.38	3345687	33.41761483	56.44599303	Non-Avoidance	4.92E-23
Ehrlichia ruminantium str. Welgevonden	CR767821.1	Proteobacteria	0.002332182271	0.27	1516355	29.64392964	50.05244389	Avoidance	2.16E-18
Chlamydophila abortus S26/3	CR848038.1	Chlamydiae	2.04E-10	0.4	1144377	35.92687075	50.68271649	Avoidance	2.06E-16
Ehrlichia ruminantium str. Gardel	CR925677.1	Proteobacteria	0.007809016076	0.28	1499920	29.51522952	50.05244389	Avoidance	3.27E-18
Ehrlichia ruminantium str. Welgevonden	CR925678.1	Proteobacteria	0.02041027577	0.27	1512977	29.81552982	50.01048878	Avoidance	3.09E-18
Corynebacterium jeikeium K411	CR931997.1	Actinobacteria	7.49E-07	0.61	2462499	51.17975118	59.24474528	Avoidance	1.03E-09
Lactobacillus sakei subsp. sakei 23K	CR936503.1	Firmicutes	4.90E-14	0.41	1884661	33.67965368	53.04059941	Avoidance	4.23E-21
Pseudoalteromonas haloplanktis TAC125	CR954246.1	Proteobacteria	1.55E-19	0.4	3214944	36.96741855	54.53629032	Avoidance	1.84E-21
Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842	CR954253.1	Firmicutes	2.43E-06	0.5	1864998	35.86719091	54.18043622	Avoidance	9.01E-22
Frankia alni ACN14a	CT573213.2	Actinobacteria	0.6253251881	0.73	7497934	64.55962916	63.36314848	Non-Avoidance	0.4408644
Pseudomonas entomophila L48	CT573326.1	Proteobacteria	0.9591630093	0.64	5888780	48.28738513	57.25712381	Non-Avoidance	5.84E-11
Synechococcus sp. WH 7803	CT971583.1	Cyanobacteria	0.9812573673	0.6	2366980	56.55288664	58.5214858	Non-Avoidance	0.0237388
Synechococcus sp. RCC307	CT978603.1	Cyanobacteria	0.001314239345	0.61	2224914	56.21576064	59.1475898	Avoidance	0.001937603
Herminiimonas arsenicoxydans	CU207211.1	Proteobacteria	0.3586156196	0.54	3424307	41.10275689	56.2520512	Non-Avoidance	3.40E-20
Gramella forsetii KT0803	CU207366.1	Bacteroidetes	0.0001183145819	0.37	3798465	31.81818182	53.2649962	Avoidance	8.71E-21
Bradyrhizobium sp. ORS 278	CU234118.1	Proteobacteria	0.01585734579	0.66	7456587	54.86725664	59.87931034	Avoidance	1.06E-05
Mycobacterium abscessus	CU458896.1	Actinobacteria	0.9998929921	0.64	5067172	56.67517007	60.97017484	Non-Avoidance	2.52E-05
Acinetobacter baumannii	CU459141.1	Proteobacteria	1.02E-17	0.39	3936291	38.55878635	54.97382199	Avoidance	2.08E-20
Candidatus Cloacamonas acidaminovorans str. Evry	CU466930.1	Unknown	2.26E-12	0.38	2246820	34.32003432	53.50749879	Avoidance	2.32E-22
Erwinia tasmaniensis	CU468135.1	Proteobacteria	0.003430514172	0.54	3883467	42.27234754	57.35769728	Avoidance	8.43E-20
Acinetobacter baumannii	CU468230.2	Proteobacteria	1.39E-15	0.39	3421954	38.5166456	54.991274	Avoidance	1.78E-20
Cupriavidus taiwanensis	CU633749.1	Proteobacteria	5.68E-10	0.68	3416911	51.29490393	58.95174709	Avoidance	8.78E-10
Ralstonia solanacearum IPO1609	CU914168.1	Proteobacteria	0.009304214321	0.65	3372855	53.80952381	57.88043478	Avoidance	0.002109678
Escherichia coli 55989	CU928145.2	Proteobacteria	3.15E-22	0.51	5154862	41.52046784	57.56258432	Avoidance	3.06E-21
Escherichia fergusonii ATCC 35469	CU928158.2	Proteobacteria	8.91E-15	0.5	4588711	41.85463659	57.50743698	Avoidance	3.63E-19
Escherichia coli IAI1	CU928160.2	Proteobacteria	1.29E-21	0.51	4700560	41.52046784	57.53728975	Avoidance	5.76E-20
Escherichia coli S88	CU928161.2	Proteobacteria	7.94E-18	0.51	5032268	41.64578112	57.67203514	Avoidance	1.64E-21
Escherichia coli ED1a	CU928162.2	Proteobacteria	2.26E-18	0.51	5209548	41.56223893	57.48608263	Avoidance	3.45E-21
Escherichia coli UMN026	CU928163.2	Proteobacteria	1.07E-17	0.51	5202090	41.56223893	57.58489368	Avoidance	3.53E-20
Escherichia coli IAI39	CU928164.2	Proteobacteria	8.65E-19	0.51	5132068	41.43692565	57.59096612	Avoidance	3.63E-20
Leuconostoc citreum KM20	DQ489736.1	Firmicutes	4.27E-12	0.39	1796284	34.42551332	53.21540446	Avoidance	8.44E-20
Photorhabdus asymbiotica	FM162591.1	Proteobacteria	7.24E-16	0.42	5064808	40.2022756	56.46747908	Avoidance	2.04E-20
Lactobacillus casei BL23	FM177140.1	Firmicutes	0.001955881859	0.46	3079196	39.48051948	54.33032046	Avoidance	5.85E-19
Aliivibrio salmonicida LFI1238	FM178379.1	Proteobacteria	1.12E-20	0.39	3325165	37.05096074	55.26097763	Avoidance	8.53E-22
Lactobacillus rhamnosus GG	FM179322.1	Firmicutes	1.08E-10	0.47	3010111	39.21063921	54.09755296	Avoidance	1.94E-19
Lactobacillus rhamnosus Lc 705	FM179323.1	Firmicutes	2.02E-09	0.47	2968598	39.2964393	54.20454545	Avoidance	8.43E-20
Escherichia coli O127:H6 str. E2348/69	FM180568.1	Proteobacteria	2.11E-14	0.51	4965553	41.56223893	57.43589744	Avoidance	6.58E-22
Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601	FM200053.1	Proteobacteria	1.29E-10	0.52	4581797	42.60429836	57.37015911	Avoidance	4.66E-19
Streptococcus equi subsp. equi 4047	FM204883.1	Firmicutes	4.34E-54	0.41	2253793	31.84796855	52.46971109	Avoidance	2.59E-19
Streptococcus equi subsp. zooepidemicus	FM204884.1	Firmicutes	1.81E-51	0.42	2149868	31.89165574	52.26620769	Avoidance	1.81E-18
Pseudomonas aeruginosa LESB58	FM209186.1	Proteobacteria	0.9999999666	0.66	6601757	50.66833751	58.1331293	Non-Avoidance	1.85E-10
Streptococcus pneumoniae ATCC 700669	FM211187.1	Firmicutes	3.16E-36	0.39	2221315	31.58584535	53.24029822	Avoidance	1.23E-17
Mycobacterium leprae Br4923	FM211192.1	Actinobacteria	0.001008639716	0.58	3268071	55.10822511	60.15782404	Avoidance	6.88E-06
Listeria monocytogenes L99	FM211688.1	Firmicutes	2.29E-05	0.38	2979198	33.92330383	54.97457088	Avoidance	4.15E-22
Listeria monocytogenes serotype 4b str. CLIP 80459	FM242711.1	Firmicutes	5.24E-06	0.38	2912690	33.5839599	54.95363592	Avoidance	1.40E-21
Streptococcus suis SC84	FM252031.1	Firmicutes	1.28E-41	0.41	2095898	31.27413127	53.06630893	Avoidance	1.34E-18
Streptococcus suis BM407	FM252032.1	Firmicutes	2.49E-45	0.41	2146229	31.23123123	53.0471445	Avoidance	1.36E-18
Chlamydia trachomatis B/TZ1A828/OT	FM872307.1	Chlamydiae	3.32E-05	0.41	1044282	37.75510204	52.10130299	Avoidance	5.85E-17
Chlamydia trachomatis B/Jali20/OT	FM872308.1	Chlamydiae	0.0001636437646	0.41	1044352	37.71258503	52.11965498	Avoidance	4.88E-17
Vibrio splendidus LGP32	FM954972.2	Proteobacteria	7.18E-16	0.44	3299303	39.5572264	55.86517604	Avoidance	9.28E-20
Helicobacter pylori B38	FM991728.1	Proteobacteria	8.03E-05	0.39	1576758	32.86143286	52.17722	Avoidance	3.58E-21
Neisseria meningitidis 8013	FM999788.1	Proteobacteria	0.4183770068	0.51	2277550	40.22556391	57.02764977	Non-Avoidance	6.47E-20
Lactobacillus johnsonii FI9785	FN298497.1	Firmicutes	1.54E-21	0.34	1755993	31.28615932	52.41496599	Avoidance	1.90E-22
Erwinia pyrifoliae DSM 12163	FN392235.1	Proteobacteria	0.02709741438	0.53	4026286	42.72959184	57.25253185	Avoidance	1.28E-17
Salmonella enterica subsp. enterica serovar Typhimurium str. D23580	FN424405.1	Proteobacteria	4.26E-08	0.52	4879400	42.52001686	57.17574827	Avoidance	1.24E-18
Staphylococcus aureus subsp. aureus TW20	FN433596.1	Firmicutes	8.19E-11	0.33	3043210	31.29251701	51.94783757	Avoidance	1.09E-21
Erwinia amylovora CFBP1430	FN434113.1	Proteobacteria	6.49E-06	0.54	3805573	43.3166249	57.4206092	Avoidance	7.25E-18
Clostridium difficile CD196	FN538970.1	Firmicutes	0.1349236194	0.29	4110554	27.19298246	53.69628551	Non-Avoidance	9.10E-22
Cronobacter turicensis z3032	FN543093.2	Proteobacteria	0.0002532376105	0.57	4384463	42.64828739	57.616596	Avoidance	2.07E-20
Citrobacter rodentium ICC168	FN543502.1	Proteobacteria	4.39E-06	0.55	5346659	42.48120301	57.66083748	Avoidance	2.97E-19
Clostridium difficile R20291	FN545816.1	Firmicutes	0.6884510831	0.29	4191339	27.06766917	53.51299326	Non-Avoidance	9.90E-21
Escherichia coli 042	FN554766.1	Proteobacteria	1.29E-17	0.51	5241977	41.74174174	57.48987854	Avoidance	4.98E-20
Streptomyces scabiei 87.22	FN554889.1	Actinobacteria	0.00255150725	0.71	10148695	60.65162907	61.24604013	Avoidance	0.3615372
Helicobacter mustelae 12198	FN555004.1	Proteobacteria	5.76E-10	0.42	1578097	33.67346939	52.68385864	Avoidance	3.12E-19
Listeria seeligeri serovar 1/2b str. SLCC3954	FN557490.1	Firmicutes	8.33E-10	0.37	2797636	32.99319728	54.74281897	Avoidance	6.64E-21
Rhodococcus equi 103S	FN563149.1	Actinobacteria	0.4380691422	0.69	5043170	58.55855856	61.44270123	Non-Avoidance	0.04843658
Streptococcus mitis B6	FN568063.1	Firmicutes	3.99E-27	0.4	2146611	32.03463203	53.06047871	Avoidance	9.01E-19
Streptococcus gallolyticus UCN34	FN597254.1	Firmicutes	5.57E-36	0.38	2350911	30.69264069	52.48901903	Avoidance	3.29E-19
Bacillus amyloliquefaciens DSM 7	FN597644.1	Firmicutes	0.002877301904	0.46	3980199	36.5497076	56.26453488	Avoidance	1.05E-24
Helicobacter pylori B8	FN598874.1	Proteobacteria	0.001060542674	0.39	1673997	33.15858453	52.08214489	Avoidance	1.33E-20
Bartonella clarridgeiae	FN645454.1	Proteobacteria	0.6983071722	0.36	1522743	37.49463749	55.69852941	Non-Avoidance	1.03E-18
Escherichia coli ETEC H10407	FN649414.1	Proteobacteria	1.90E-22	0.51	5153435	41.56223893	57.66401441	Avoidance	2.91E-21
Legionella longbeachae NSW150	FN650140.1	Proteobacteria	0.01851479984	0.37	4077332	32.74336283	56.24004249	Avoidance	6.49E-23
Chlamydia trachomatis Sweden2	FN652779.2	Chlamydiae	1.31E-05	0.41	1042839	37.75510204	51.98237885	Avoidance	9.64E-17
Erwinia amylovora ATCC 49946	FN666575.1	Proteobacteria	1.53E-07	0.54	3805874	42.5229741	57.39673391	Avoidance	6.36E-19
Xenorhabdus bovienii SS-2004	FN667741.1	Proteobacteria	4.46E-21	0.45	4225498	40.18379282	56.91405011	Avoidance	4.90E-20
Xenorhabdus nematophila ATCC 19061	FN667742.1	Proteobacteria	1.01E-13	0.44	4432590	39.68253968	56.90277996	Avoidance	1.94E-22
Lactobacillus crispatus ST1	FN692037.1	Firmicutes	1.27E-06	0.37	2043161	32.3633157	52.37020316	Avoidance	3.65E-22
Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	FN806773.1	Actinobacteria	0.5095276936	0.67	2616384	56.42006803	60.51244776	Non-Avoidance	3.24E-06
Leuconostoc gasicomitatum LMG 18811	FN822744.1	Firmicutes	2.86E-05	0.37	1954080	33.63914373	53.39160175	Avoidance	1.24E-19
Halomonas elongata DSM 2581	FN869568.1	Proteobacteria	0.2224902454	0.64	4061296	52.00501253	58.61232411	Non-Avoidance	1.42E-08
Neisseria lactamica 020-06	FN995097.1	Proteobacteria	0.9817845456	0.52	2220606	40.89390142	57.1996686	Non-Avoidance	2.76E-18
Methylomicrobium alcaliphilum	FO082060.1	Proteobacteria	1.73E-05	0.49	4668296	38.55472013	57.30708936	Avoidance	2.06E-21
Methylobacterium extorquens DM4	FP103042.2	Proteobacteria	0.008752081053	0.68	5943768	58.77192982	61.03783409	Avoidance	0.002289663
Erwinia pyrifoliae	FP236842.1	Proteobacteria	0.01908331445	0.53	4026322	42.01432786	57.28044401	Avoidance	7.13E-19
Erwinia billingiae	FP236843.1	Proteobacteria	0.0006127202688	0.55	5100167	43.02422723	56.86714542	Avoidance	1.71E-18
Thiomonas sp. 3As	FP475956.1	Proteobacteria	3.09E-06	0.64	3738778	48.70509607	58.58208955	Avoidance	3.46E-13
Zobellia galactanivorans	FP476056.1	Bacteroidetes	1.24E-06	0.43	5521712	32.34663235	54.51077627	Avoidance	1.39E-20
Xanthomonas albilineans	FP565176.1	Proteobacteria	2.71E-07	0.63	3768695	52.08855472	59.10147173	Avoidance	3.85E-08
NC10 bacterium 'Dutch sediment'	FP565575.1	Unknown	0.2733092347	0.59	2752854	49.53231293	62.24378032	Non-Avoidance	5.91E-18
Clostridium sticklandii	FP565809.1	Firmicutes	3.87E-14	0.33	2715461	29.65747703	54.27118049	Avoidance	9.66E-22
Salinibacter ruber M8	FP565814.1	Bacteroidetes	0.1949652841	0.66	3619447	54.12414966	61.69531513	Non-Avoidance	8.49E-08
Ralstonia solanacearum	FP885895.1	Proteobacteria	0.1649222164	0.67	3596030	52.2556391	58.95298433	Non-Avoidance	2.84E-09
Ralstonia solanacearum CFBP2957	FP885897.1	Proteobacteria	9.98E-06	0.66	3417386	52.213868	58.94093031	Avoidance	1.84E-08
Candidatus Nitrospira defluvii	FP929003.1	Nitrospirae	0.9319462902	0.59	4317083	47.53401361	60.63005113	Non-Avoidance	9.97E-16
Bacteroides xylanisolvens XB1A	FP929033.1	Bacteroidetes	8.45E-10	0.41	5976145	31.39329806	53.45947472	Avoidance	6.56E-19
Butyrivibrio fibrisolvens 16/4	FP929036.1	Firmicutes	3.65E-09	0.38	3164379	33.19982198	56.08521971	Avoidance	1.55E-20
Clostridium cf. saccharolyticum K10	FP929037.1	Firmicutes	0.1620276027	0.48	3769775	37.82051282	55.85908063	Non-Avoidance	2.06E-19
Coprococcus catus GD/7	FP929038.1	Firmicutes	0.7479677031	0.42	3522704	32.49559083	56.0089322	Non-Avoidance	4.39E-21
Enterobacter cloacae subsp. cloacae NCTC 9394	FP929040.1	Proteobacteria	0.001339598389	0.53	4908759	42.72486772	57.06815115	Avoidance	3.69E-16
Eubacterium cylindroides T2-87	FP929041.1	Firmicutes	0.0003931259421	0.31	1966750	31.71428571	51.70322811	Avoidance	1.35E-18
Eubacterium rectale DSM 17629	FP929042.1	Firmicutes	0.1599801299	0.4	3344951	32.91724457	54.61200586	Non-Avoidance	5.23E-18
Eubacterium rectale M104/1	FP929043.1	Firmicutes	0.3072666069	0.39	3698419	32.87545788	55.21821632	Non-Avoidance	3.98E-19
Eubacterium siraeum 70/3	FP929044.1	Firmicutes	0.006029136607	0.44	2943413	35.34080299	55.47407019	Avoidance	4.23E-19
Faecalibacterium prausnitzii L2-6	FP929045.1	Firmicutes	4.78E-05	0.56	3321367	42.36760125	58.06934932	Avoidance	2.84E-19
Faecalibacterium prausnitzii SL3/3	FP929046.1	Firmicutes	1.19E-11	0.55	3214418	42.63870686	56.15965834	Avoidance	1.08E-18
Roseburia intestinalis M50/1	FP929049.1	Firmicutes	4.75E-06	0.42	4143550	33.65695793	55.89331241	Avoidance	3.66E-21
Roseburia intestinalis XB6B4	FP929050.1	Firmicutes	1.89E-08	0.41	4286292	34.55782313	55.51521438	Avoidance	5.57E-21
Ruminococcus bromii L2-63	FP929051.1	Firmicutes	5.71E-14	0.41	2249085	33.28754579	54.26017875	Avoidance	7.95E-20
Ruminococcus sp. 18P13	FP929052.1	Firmicutes	7.16E-09	0.52	2573208	40.13605442	54.48028674	Avoidance	1.05E-16
Ruminococcus sp. SR1/5	FP929053.1	Firmicutes	0.2603886184	0.44	3545606	34.07304669	56.99751861	Non-Avoidance	1.54E-20
Ruminococcus obeum A2-162	FP929054.1	Firmicutes	0.002559423334	0.42	3757491	33.05860806	56.36980831	Avoidance	5.77E-21
Ruminococcus torques L2-14	FP929055.1	Firmicutes	0.6504173016	0.4	3341681	32.96347665	54.88002887	Non-Avoidance	1.78E-20
Eubacterium siraeum V10Sc8a	FP929059.1	Firmicutes	0.007195898025	0.44	2836123	35.61904762	54.13975338	Avoidance	7.46E-18
butyrate-producing bacterium SSC/2	FP929061.1	Firmicutes	0.5660581524	0.36	3114788	31.37516689	54.19664269	Non-Avoidance	3.80E-21
butyrate-producing bacterium SS3/4	FP929062.1	Firmicutes	0.04691848828	0.46	3601020	37.24168913	56.65374677	Avoidance	6.09E-21
gamma proteobacterium HdN1	FP929140.1	Proteobacteria	0.1191866248	0.53	4587455	44.73684211	58.25968729	Non-Avoidance	4.62E-18
Azospirillum lipoferum 4B	FQ311868.1	Proteobacteria	0.9999997509	0.68	2988332	56.84255684	60.41984733	Non-Avoidance	0.006243244
Arthrobacter arilaitensis	FQ311875.1	Actinobacteria	0.07359878987	0.59	3859257	51.36054422	58.31815925	Non-Avoidance	2.95E-10
Haemophilus parainfluenzae T3T1	FQ312002.1	Proteobacteria	6.61E-13	0.4	2086875	35.50543024	54.36360418	Avoidance	4.71E-21
Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	FQ312003.1	Proteobacteria	5.67E-11	0.52	4878012	42.31411863	57.28414443	Avoidance	2.21E-18
Bacteroides fragilis 638R	FQ312004.1	Bacteroidetes	9.35E-05	0.43	5373121	30.29919933	53.18590705	Avoidance	4.61E-22
Bacteriovorax marinus SJ	FQ312005.1	Proteobacteria	0.03580145549	0.37	3435933	31.80272109	54.41731189	Avoidance	1.03E-19
Haemophilus influenzae 10810	FQ312006.1	Proteobacteria	4.55E-18	0.38	1981535	35.67176871	54.06244609	Avoidance	9.64E-21
Streptococcus pneumoniae OXC141	FQ312027.1	Firmicutes	1.21E-37	0.4	2036867	31.87830688	53.32704995	Avoidance	6.30E-18
Streptococcus pneumoniae INV200	FQ312029.1	Firmicutes	1.53E-41	0.4	2093317	31.80428135	53.3546928	Avoidance	5.62E-18
Streptococcus pneumoniae INV104	FQ312030.1	Firmicutes	2.84E-36	0.4	2142122	31.80428135	53.23012232	Avoidance	1.45E-17
Chlamydophila psittaci RD1	FQ482149.1	Chlamydiae	6.33E-12	0.39	1164076	35.54421769	51.6841524	Avoidance	3.11E-16
Haemophilus influenzae F3031	FQ670178.1	Proteobacteria	1.72E-25	0.38	1985832	35.50170068	54.01384083	Avoidance	7.95E-21
Helicobacter felis ATCC 49179	FQ670179.2	Proteobacteria	0.001712665097	0.45	1672681	38.18027211	53.57826253	Avoidance	5.88E-18
Haemophilus influenzae F3047	FQ670204.1	Proteobacteria	5.15E-26	0.38	2007018	35.37414966	53.93028025	Avoidance	8.87E-21
Hyphomicrobium sp. MC1	FQ859181.1	Proteobacteria	0.9999947914	0.59	4757528	52.00501253	59.92096163	Non-Avoidance	5.57E-09
Flavobacterium branchiophilum	FQ859183.1	Bacteroidetes	1.39E-06	0.33	3559884	28.83116883	51.11244738	Avoidance	4.83E-18
Streptomyces cattleya NRRL 8057	FQ859185.1	Actinobacteria	6.55E-06	0.73	6283062	63.03030303	61.76281018	Avoidance	0.4019517
Mycoplasma leachii 99/014/6	FR668087.1	Tenericutes	5.53E-16	0.24	1017232	25.31824611	49.7593399	Avoidance	7.75E-18
