Species_Name	Taxon_ID	EMBL	Phylum	wxBothSide.p.value	wxGreater.p.value(AVOIDANCEif<0.05)	wxLess.p.value	GENOME_GC	GENOME_Size	GC_Core_1.21_CDS%	GC_Rfam_Core%	Avoidance_Group	Intrinsic
Tepidanaerobacter sp. Re1	1209989	CP002728.1	Firmicutes	5.3852240265489e-08	2.69261201327445e-08	0.999999973073885	0.38	2759867	33.3333333333	57.4057583853	Avoidance	3.514328e-25
Escherichia coli UMNK88	696406	CP002729.1	Proteobacteria	3.03358682788365e-20	1.51679341394182e-20	1	0.51	5186416	41.8964076859	57.4717700543	Avoidance	2.538456e-20
Delftia sp. Cs1-4	742013	CP002735.1	Proteobacteria	0.283322007786806	0.141661003893403	0.858339004599782	0.67	6685842	48.1203007519	57.8780680918	Non-Avoidance	1.060814e-12
Desulfotomaculum carboxydivorans CO-1-SRB	868595	CP002736.1	Firmicutes	3.74509032675411e-06	1.87254516337705e-06	0.999998127455155	0.47	2892255	42.0986093552	57.8365804013	Avoidance	1.581461e-19
Methylomonas methanica MC09	857087	CP002738.1	Proteobacteria	0.538629176471505	0.269314588235752	0.730685428387943	0.51	5051681	39.8913951546	57.0414847162	Non-Avoidance	2.027899e-20
Thermoanaerobacterium xylanolyticum LX-11	858215	CP002739.1	Firmicutes	0.000599452944050299	0.00029972647202515	0.999700273566945	0.35	2534358	32.6590813316	55.0597976081	Avoidance	8.839707e-25
Sinorhizobium meliloti BL225C	698936	CP002740.1	Proteobacteria	0.0015553022912188	0.000777651145609402	0.999222348969961	0.63	3671982	49.3468183734	59.768869628	Avoidance	8.39715e-15
Bifidobacterium breve ACS-071-V-Sch8b	866777	CP002743.1	Actinobacteria	5.25596706439978e-09	2.62798353219989e-09	0.999999997372017	0.59	2327492	49.4102228047	59.3397338723	Avoidance	2.755733e-14
Collimonas fungivorans Ter331	1005048	CP002745.1	Proteobacteria	0.00878387771778866	0.00439193885889433	0.995608061628677	0.60	5186898	43.1913116124	56.6893424036	Avoidance	6.163715e-16
Borrelia bissettii DN127	521010	CP002746.1	Spirochaetes	0.0227469650307161	0.011373482515358	0.988626519478713	0.29	900755	27.6098901099	49.0316205534	Avoidance	4.853988e-19
Lactobacillus kefiranofaciens ZW3	1033837	CP002764.1	Firmicutes	4.93241255359264e-14	2.46620627679632e-14	0.999999999999975	0.38	2113023	32.372214941	52.3413640991	Avoidance	3.444272e-22
Shewanella baltica BA175	693974	CP002767.1	Proteobacteria	2.77631489321264e-10	1.38815744660632e-10	0.999999999861184	0.46	5066051	39.2230576441	56.2814861461	Avoidance	2.472092e-23
Desulfotomaculum kuznetsovii DSM 6115	760568	CP002770.1	Firmicutes	0.933129004384569	0.466564502192284	0.533435512028093	0.55	3601386	46.574770259	60.8142878765	Non-Avoidance	4.397929e-17
Marinomonas posidonica IVIA-Po-181	491952	CP002771.1	Proteobacteria	6.85931904970354e-10	3.42965952485177e-10	0.999999999657034	0.44	3899940	39.4319131161	55.1803803092	Avoidance	2.287696e-17
Serratia sp. AS9	768492	CP002773.1	Proteobacteria	0.0583831639233558	0.0291915819616779	0.970808420353087	0.56	5442880	42.7318295739	56.908951798	Avoidance	2.790395e-20
Serratia sp. AS12	768490	CP002774.1	Proteobacteria	0.0763946365515302	0.0381973182757651	0.961802684612574	0.56	5443009	43.1913116124	56.908951798	Avoidance	1.548043e-19
Serratia sp. AS13	768493	CP002775.1	Proteobacteria	0.0469867354906563	0.0234933677453281	0.976506634133622	0.56	5442549	43.1913116124	56.9915254237	Avoidance	8.006662e-20
Thioalkalimicrobium cyclicum ALM1	717773	CP002776.1	Proteobacteria	0.000238826915775688	0.000119413457887844	0.999880586568697	0.47	1932455	38.390223346	55.6165940519	Avoidance	9.043801e-18
Thermus thermophilus SG0.5JP17-16	762633	CP002777.1	Deinococcus-Thermus	0.0168314740346628	0.00841573701733141	0.991584263861723	0.69	1863201	58.3227981458	66.5899375206	Avoidance	4.132304e-11
Desulfotomaculum ruminis DSM 2154	696281	CP002780.1	Firmicutes	0.0226664773965781	0.0113332386982891	0.988666762308435	0.47	3969014	41.7710944027	57.4989194641	Avoidance	1.953078e-21
Sinorhizobium meliloti AK83	693982	CP002781.1	Proteobacteria	0.0402074096464871	0.0201037048232435	0.979896297155176	0.63	3820344	49.3889591235	59.9052465345	Avoidance	3.332559e-15
Amycolicicoccus subflavus DQS3-9A1	443218	CP002786.1	Actinobacteria	8.20747565334534e-07	4.10373782667267e-07	0.999999589626307	0.62	4738809	56.1224489796	61.5998641304	Avoidance	4.756283e-07
Xanthomonas campestris pv. raphani 756C	990315	CP002789.1	Proteobacteria	0.0396009462944625	0.0198004731472313	0.980199528500518	0.65	4941214	53.3923303835	59.3289813269	Avoidance	9.714016e-06
Corynebacterium ulcerans 809	945711	CP002790.1	Actinobacteria	2.64065003520775e-08	1.32032501760388e-08	0.999999986796753	0.53	2502095	49.4637494637	58.2607149209	Avoidance	6.695655e-12
Corynebacterium ulcerans BR-AD22	945712	CP002791.1	Actinobacteria	6.62726369674507e-08	3.31363184837254e-08	0.99999996686369	0.53	2606374	49.2921492921	58.2962831229	Avoidance	5.909736e-12
Bifidobacterium longum subsp. longum KACC 91563	1035817	CP002794.1	Actinobacteria	0.00322916491472821	0.00161458245736411	0.998385417776836	0.60	2385301	49.6913580247	59.5181134655	Avoidance	2.159649e-14
Escherichia coli NA114	1033813	CP002797.2	Proteobacteria	9.05198472236331e-16	4.52599236118165e-16	1	0.51	4971461	42.0564686051	57.5086396481	Avoidance	2.530944e-18
Sphingobium chlorophenolicum L-1	690566	CP002798.1	Proteobacteria	0.000202491087329766	0.000101245543664883	0.999898754474308	0.64	3080818	53.6155202822	59.7789267249	Avoidance	6.253311e-08
Frankia symbiont of Datisca glomerata	656024	CP002801.1	Actinobacteria	0.00967885553247368	0.00483942776623684	0.995160572860727	0.70	5323186	63.2532659081	63.2459074107	Avoidance	0.4459655
Chlamydophila psittaci C19/98	1112250	CP002804.1	Chlamydiae	6.08909825358959e-09	3.0445491267948e-09	0.999999996955452	0.39	1169374	36.0119047619	51.1293634497	Avoidance	1.392328e-16
Chlamydophila psittaci 01DC11	1112252	CP002805.1	Chlamydiae	5.30857563347222e-08	2.65428781673611e-08	0.99999997345713	0.39	1172197	36.0969387755	51.1293634497	Avoidance	1.446245e-16
Chlamydophila psittaci 02DC15	1112254	CP002806.1	Chlamydiae	7.34077928298173e-08	3.67038964149087e-08	0.999999963296115	0.39	1172182	35.8418367347	51.1293634497	Avoidance	8.309185e-17
Chlamydophila psittaci 08DC60	1112267	CP002807.1	Chlamydiae	6.25827998282846e-08	3.12913999141423e-08	0.99999996870861	0.39	1172032	36.1819727891	51.1384845091	Avoidance	1.923294e-16
Isoptericola variabilis 225	743718	CP002810.1	Actinobacteria	0.762589614568819	0.618705209422013	0.38129480728441	0.74	3307740	64.7534013605	62.232282779	Non-Avoidance	0.1215002
Shewanella baltica OS117	693970	CP002811.1	Proteobacteria	9.24689551736391e-10	4.62344775868196e-10	0.999999999537655	0.46	5242964	39.2230576441	56.3693764799	Avoidance	2.999014e-23
Propionibacterium acnes 6609	1031709	CP002815.1	Actinobacteria	0.0188402835561252	0.990579859345757	0.00942014177806262	0.60	2560282	55.5984555985	60.6763116611	Non-Avoidance	8.098083e-08
Listeria monocytogenes M7	1030009	CP002816.1	Firmicutes	1.88748656091451e-07	9.43743280457253e-08	0.999999905625693	0.38	2976163	33.2080200501	55.0135070713	Avoidance	2.158259e-22
Ralstonia solanacearum Po82	1031711	CP002819.1	Proteobacteria	2.35785247645513e-09	1.17892623822757e-09	0.999999998821074	0.67	3481091	52.0885547201	59.0163934426	Avoidance	5.198983e-09
Oligotropha carboxidovorans OM4	1031710	CP002821.1	Proteobacteria	0.000700701415091567	0.999649649342253	0.000350350707545784	0.63	3539447	52.7151211362	59.5546349042	Non-Avoidance	6.604449e-08
Enterobacter aerogenes KCTC 2190	1028307	CP002824.1	Proteobacteria	1.66351880189013e-07	8.31759400945064e-08	0.999999916824077	0.55	5280350	42.3976608187	57.2757901492	Avoidance	7.716703e-19
Lacinutrix sp. 5H-3-7-4	983544	CP002825.1	Bacteroidetes	0.337432135568497	0.831283950183373	0.168716067784248	0.31	3296168	27.7134277134	50.3228494064	Non-Avoidance	3.000926e-18
Oligotropha carboxidovorans OM5	504832	CP002826.1	Proteobacteria	0.000700701415091567	0.999649649342253	0.000350350707545784	0.62	3595748	52.7151211362	59.5546349042	Non-Avoidance	6.604449e-08
Thermodesulfobacterium sp. OPB45	795359	CP002829.1	Thermodesulfobacteria	5.83970261799958e-08	2.91985130899979e-08	0.999999970801493	0.31	1634377	31.0155920775	61.8249837345	Avoidance	9.218847e-25
Myxococcus fulvus HW-1	483219	CP002830.1	Proteobacteria	1.04406191351836e-06	5.2203095675918e-07	0.99999947796913	0.71	9003593	57.8292578293	60.9490705758	Avoidance	0.000126477
Geobacillus thermoglucosidasius C56-YS93	634956	CP002835.1	Firmicutes	0.000816215235778963	0.000408107617889481	0.999591892425488	0.44	3893306	37.589549094	58.4320749518	Avoidance	2.265877e-25
Lactobacillus reuteri SD2112	491077	CP002844.1	Firmicutes	1.41494044755244e-08	7.07470223776219e-09	0.999999992925299	0.39	2264399	34.6203346203	52.5924729446	Avoidance	2.30571e-21
Zymomonas mobilis subsp. mobilis ATCC 10988	555217	CP002850.1	Proteobacteria	2.9364875505462e-07	1.4682437752731e-07	0.999999853175657	0.46	2021773	46.0317460317	57.9922921637	Avoidance	1.654014e-14
Corynebacterium resistens DSM 45100	662755	CP002857.1	Actinobacteria	9.67316665582557e-14	4.83658332791279e-14	0.999999999999952	0.57	2601311	49.4637494637	59.3308037254	Avoidance	7.136548e-13
Flexistipes sinusarabici DSM 4947	717231	CP002858.1	Deferribacteres	0.00168646999416299	0.000843234997081495	0.999156765123638	0.38	2526590	33.6704593342	58.0057989691	Avoidance	9.217751e-23
Runella slithyformis DSM 19594	761193	CP002859.1	Bacteroidetes	1.91780576742281e-06	9.58902883711407e-07	0.999999041097401	0.47	6568739	36.3095238095	54.2795445622	Avoidance	9.56925e-19
Zymomonas mobilis subsp. pomaceae ATCC 29192	579138	CP002865.1	Proteobacteria	4.16176667780404e-08	2.08088333890202e-08	0.999999979191172	0.44	1989865	45.2380952381	57.5012888813	Avoidance	1.558342e-16
Spirochaeta caldaria DSM 7334	744872	CP002868.1	Spirochaetes	6.51370040720981e-09	3.25685020360491e-09	0.999999996743151	0.46	3239340	39.9659863946	57.2714916752	Avoidance	3.580886e-21
Paenibacillus mucilaginosus KNP414	1036673	CP002869.1	Firmicutes	0.00529268267302377	0.00264634133651188	0.99735365889416	0.58	8663821	43.2165318958	57.7499674097	Avoidance	2.143583e-21
Pseudomonas putida S16	1042876	CP002870.1	Proteobacteria	0.00175989848975031	0.999120050882914	0.000879949244875156	0.62	5984790	50.0	56.9101595298	Non-Avoidance	4.352213e-07
Francisella sp. TX077308	573569	CP002872.1	Proteobacteria	0.488856431147769	0.244428215573884	0.75557180396334	0.33	2035931	28.7414965986	53.1113753468	Non-Avoidance	5.514197e-20
Brachyspira intermedia PWS/A	1045858	CP002874.1	Spirochaetes	2.90113886121786e-20	1.45056943060893e-20	1	0.27	3304788	27.6864728192	52.1496047812	Avoidance	1.428205e-20
Nitrosomonas sp. Is79A3	261292	CP002876.1	Proteobacteria	0.435331454046365	0.217665727023182	0.782334285940768	0.45	3783444	36.6750208855	55.5351783928	Non-Avoidance	3.972064e-21
Cupriavidus necator N-1	1042878	CP002877.1	Proteobacteria	1.74051377248795e-09	8.70256886243974e-10	0.999999999129743	0.66	3872936	50.5012531328	58.5307652974	Avoidance	7.770061e-11
Pseudomonas stutzeri ATCC 17588 = LMG 11199	96563	CP002881.1	Proteobacteria	0.00142497405797072	0.999287513069983	0.000712487028985359	0.64	4547930	50.417710944	57.8724098548	Non-Avoidance	2.827735e-09
Streptococcus salivarius 57.I	1046629	CP002888.1	Firmicutes	1.70110657950313e-23	8.50553289751563e-24	1	0.40	2138805	32.6278659612	53.2818532819	Avoidance	7.965264e-20
Amycolatopsis mediterranei S699	713604	CP002896.1	Actinobacteria	0.30078473924328	0.849607639457687	0.15039236962164	0.71	10236779	62.1173469388	61.8325642716	Non-Avoidance	0.9631375
Leuconostoc sp. C2	979982	CP002898.1	Firmicutes	1.49296535928024e-05	7.46482679640122e-06	0.999992535175164	0.38	1877273	33.7265181302	53.3093115873	Avoidance	1.891798e-19
Weissella koreensis KACC 15510	1045854	CP002899.1	Firmicutes	0.0041879708754288	0.0020939854377144	0.997906014928219	0.35	1422478	33.7338673787	52.6751241037	Avoidance	6.90388e-21
Sulfobacillus acidophilus TPY	1051632	CP002901.1	Firmicutes	0.803662309134038	0.401831154567019	0.598168858712121	0.57	3551206	50.664950665	61.804922516	Non-Avoidance	1.08894e-13
Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	1048834	CP002902.1	Firmicutes	0.0134464383416901	0.993276781350494	0.00672321917084507	0.62	3124048	53.2999164578	60.8533037817	Non-Avoidance	2.301017e-10
Spirochaeta thermophila DSM 6578	869211	CP002903.1	Spirochaetes	0.497767781231398	0.751116122243895	0.248883890615699	0.61	2560222	48.5199485199	60.3751465416	Non-Avoidance	3.012427e-15
Streptococcus equi subsp. zooepidemicus ATCC 35246	1051072	CP002904.1	Firmicutes	1.71245768302904e-48	8.5622884151452e-49	1	0.42	2167264	32.5837742504	52.4012608938	Avoidance	9.961315e-18
Bacillus subtilis subsp. spizizenii TU-B-10	1052585	CP002905.1	Firmicutes	0.00176909116781564	0.000884545583907822	0.999115454547071	0.44	4207222	36.2433862434	55.8257828644	Avoidance	3.27503e-22
Bacillus subtilis subsp. subtilis RO-NN-1	1052588	CP002906.1	Firmicutes	0.00924532315570088	0.00462266157785044	0.99537733899325	0.44	4011949	36.4935064935	55.7780956923	Avoidance	3.523427e-21
Klebsiella pneumoniae KCTC 2242	1049565	CP002910.1	Proteobacteria	0.0778613104499078	0.0389306552249539	0.961069347790355	0.58	5259571	42.2305764411	57.1966724219	Avoidance	2.040828e-19
Rickettsia heilongjiangensis 054	1032845	CP002912.1	Proteobacteria	0.427246025635282	0.213623012817641	0.786377005081599	0.32	1278471	28.0519480519	51.9558676028	Non-Avoidance	2.480037e-19
Xanthomonas axonopodis pv. citrumelo F1	981368	CP002914.1	Proteobacteria	0.371773394629542	0.185886697314771	0.814113312389324	0.65	4967469	51.6224188791	58.9852340559	Non-Avoidance	6.050382e-09
Bifidobacterium animalis subsp. lactis CNCM I-2494	1042403	CP002915.1	Actinobacteria	4.55565131755686e-08	2.27782565877843e-08	0.999999977221749	0.60	1943113	49.1917868065	59.4640148323	Avoidance	2.469024e-12
Corynebacterium variabile DSM 44702	858619	CP002917.1	Actinobacteria	0.85812192288841	0.429060961444205	0.570939055186261	0.67	3433007	56.4502164502	59.8890010091	Non-Avoidance	0.001121052
Corynebacterium pseudotuberculosis PAT10	935298	CP002924.1	Actinobacteria	1.63393164355137e-06	8.16965821775683e-07	0.99999918303438	0.52	2335323	49.1774891775	58.0406987214	Avoidance	1.631532e-12
Streptococcus pseudopneumoniae IS7493	1054460	CP002925.1	Firmicutes	9.79171178878376e-35	4.89585589439188e-35	1	0.40	2190731	31.746031746	53.3154978024	Avoidance	3.7692e-18
Bacillus amyloliquefaciens XH7	1034836	CP002927.1	Firmicutes	0.0179763165360136	0.00898815826800681	0.991011842592267	0.46	3939203	36.9614512472	56.3094209162	Avoidance	1.297357e-23
Brucella melitensis NI	1029825	CP002931.1	Proteobacteria	8.51670320377719e-10	4.25835160188859e-10	0.999999999574165	0.57	2117717	48.7773487773	59.3297930782	Avoidance	3.693e-12
Borrelia afzelii PKo	390236	CP002933.1	Spirochaetes	9.08572003126952e-05	4.54286001563476e-05	0.999954571412934	0.28	903609	27.4267399267	48.7844082781	Avoidance	3.030325e-19
Cyclobacterium marinum DSM 745	880070	CP002955.1	Bacteroidetes	0.000357223177569917	0.000178611588784958	0.999821388449584	0.38	6221273	30.5448305448	54.5826361777	Avoidance	7.226207e-21
Yersinia pestis A1122	1035377	CP002956.1	Proteobacteria	8.16754325589489e-10	4.08377162794744e-10	0.999999999591623	0.48	4553770	41.0192147034	56.7216233354	Avoidance	3.361077e-21
Helicobacter pylori Puno120	1055528	CP002980.1	Proteobacteria	1.13734924628083e-09	5.68674623140416e-10	0.999999999431326	0.39	1624979	32.7327327327	52.128468263	Avoidance	1.237392e-20
Helicobacter pylori Puno135	1055529	CP002982.1	Proteobacteria	2.43965640330493e-07	1.21982820165247e-07	0.999999878017215	0.39	1646139	33.0759330759	52.1854808058	Avoidance	6.550986e-21
Helicobacter pylori SNT49	1055530	CP002983.1	Proteobacteria	1.53025040970896e-05	7.65125204854481e-06	0.999992348749835	0.39	1607577	33.5049335049	52.0631298726	Avoidance	8.143929e-21
Acidithiobacillus ferrivorans SS3	743299	CP002985.1	Proteobacteria	0.0164727868398442	0.991763607510698	0.00823639341992208	0.57	3207552	46.574770259	59.7756686799	Non-Avoidance	8.63308e-17
Stenotrophomonas maltophilia JV3	868597	CP002986.1	Proteobacteria	7.34174715212641e-14	3.67087357606321e-14	0.999999999999963	0.67	4544477	53.0552043826	58.8486791877	Avoidance	1.146593e-07
Thermoanaerobacter wiegelii Rt8.B1	697303	CP002991.1	Firmicutes	4.73770551758774e-05	2.36885275879387e-05	0.999976311475638	0.34	2785056	35.0189633375	58.0672506358	Avoidance	3.53127e-26
Mycobacterium tuberculosis CTRI-2	707235	CP002992.1	Actinobacteria	7.54614482021096e-05	0.999962269282795	3.77307241010548e-05	0.66	4398525	59.4372294372	61.2716763006	Non-Avoidance	0.03092875
Streptomyces sp. SirexAA-E	862751	CP002993.1	Actinobacteria	8.59202238236058e-08	4.29601119118029e-08	0.999999957039897	0.72	7414440	60.9022556391	61.0687022901	Avoidance	0.5649975
Streptomyces violaceusniger Tu 4113	653045	CP002994.1	Actinobacteria	0.0115381152853674	0.00576905764268372	0.994230942920929	0.71	10657107	61.9469026549	61.6434059903	Avoidance	0.9625103
Muricauda ruestringensis DSM 13258	886377	CP002999.1	Bacteroidetes	0.022119826861325	0.0110599134306625	0.988940088291814	0.41	3842422	32.7272727273	55.1837524178	Avoidance	2.32421e-20
Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR	1074889	CP003000.1	Bacteroidetes	9.17697272772769e-13	4.58848636386385e-13	0.999999999999541	0.27	587248	24.2296918768	47.9209131675	Avoidance	1.372924e-18
Caldicellulosiruptor lactoaceticus 6A	632516	CP003001.1	Firmicutes	1.53722955710147e-06	7.68614778550734e-07	0.999999231385373	0.36	2674809	34.1340075853	58.9372740135	Avoidance	1.327034e-24
Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu	1075399	CP003015.1	Bacteroidetes	2.3939187954014e-06	1.1969593977007e-06	0.999998803041065	0.24	605745	21.6575091575	46.9176665288	Avoidance	3.489188e-18
Bacillus megaterium WSH-002	1006007	CP003017.1	Firmicutes	0.21933442062261	0.109667210311305	0.890332798338754	0.38	4983975	35.0611040877	55.3262875356	Non-Avoidance	3.972392e-21
Pasteurella multocida 36950	1075089	CP003022.1	Proteobacteria	1.48420589594911e-21	7.42102947974553e-22	1	0.40	2349518	34.8370927318	54.3223052295	Avoidance	1.420696e-20
Enterobacter asburiae LF7a	640513	CP003026.1	Proteobacteria	4.88318509111951e-06	2.44159254555976e-06	0.999997558407895	0.54	4812833	42.8571428571	57.0991629105	Avoidance	2.463111e-18
Rhodothermus marinus SG0.5JP17-172	762570	CP003029.1	Bacteroidetes	0.760307769851472	0.619846130833175	0.380153884925736	0.64	3225536	52.5480367586	63.9604954804	Non-Avoidance	1.952371e-14
Lactobacillus ruminis ATCC 27782	1069534	CP003032.1	Firmicutes	0.179960977522112	0.0899804887610559	0.910019517904376	0.43	2066652	35.4497354497	53.6292186778	Non-Avoidance	2.085202e-22
Escherichia coli O7:K1 str. CE10	1072459	CP003034.1	Proteobacteria	1.72388049368987e-15	8.61940246844937e-16	0.999999999999999	0.51	5313531	41.4786967419	57.6843352088	Avoidance	1.312497e-21
Bifidobacterium animalis subsp. lactis BLC1	1075106	CP003039.1	Actinobacteria	5.61572730767582e-11	2.80786365383791e-11	0.999999999971921	0.60	1943990	48.0086580087	59.4640148323	Avoidance	1.197912e-15
Roseburia hominis A2-183	585394	CP003040.1	Firmicutes	0.09702846906678	0.04851423453339	0.951485770461404	0.48	3592125	36.6666666667	56.0035056968	Avoidance	9.912053e-22
Rhodospirillum rubrum F11	1036743	CP003046.1	Proteobacteria	0.000777153102685566	0.999611423503484	0.000388576551342783	0.65	4352825	54.6365914787	60.7732924544	Non-Avoidance	8.639995e-07
Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str.	1081093	CP003047.1	Proteobacteria	4.23700917491064e-05	2.11850458745532e-05	0.999978814957181	0.52	4637962	42.4778761062	57.3491412069	Avoidance	5.50748e-18
